id,timestamp,question,answer,retrieved_sources,helpful
chat_legacy_ac78a81c9a5f7e5519b7,2026-04-16T23:48:51,What are breach notification obligations under GDBR?,"Answer:
When a data breach happens, the employee, data subject, data processors and data protection officer need to immediately (within 72 hours) inform the controller as soon as they detect the breach. The controller must then assess the severity of the breach and might need to inform the supervisory authority and the data subjects whose data have been compromised. If the responsible authorities are not notified within 72 hours, the data controller needs to provide a reasonable justification for the delay.

Sources:
- GDPR_FINAL_EPSU.pdf",chat_history; Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_7e92290b8c6c6191241b,2026-04-16T23:49:07,What are breach notification obligations under GDBR?,"Answer:
When a data breach happens, the employee, data subject, data processors and data protection officer need to immediately (within 72 hours) inform the controller as soon as they detect the breach. The controller must then assess the severity of the breach and might need to inform the supervisory authority and the data subjects whose data have been compromised. If the responsible authorities are not notified within 72 hours, the data controller needs to provide a reasonable justification for the delay.

Sources:
- GDPR_FINAL_EPSU.pdf",chat_history; Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_a245a7ec6fe88b4a0f38,2026-04-16T23:49:47,What are breach notification obligations under GDBR?,"During instances when “there had bennA)
 - There involves ""destruction,...
 The answer to ‘security breecham to dismiss” or ither of seriousn data or loss (egthee must examir. iommission.” The law says those authorities who do, hef"" regulation.* “Data br 80 a situation r each.”

If possible 4a;f0_dta irt is required ept tntation ien"" or ather s an aral legal h of that t8. nstg f6s*0 f_r_5"" data, he

o an examination r e each imfcty_ of,or aecsa3i e of the regitration an”_ _9 the l5""

In these cir* to give onn be hard"" the c

s0 r6 f s

- and
 * is tns8o "" rts i:1b o *m c“thec l ige is ot f re s o th ""the s th_7 of * “ the i:c9 o p_ f a0*o l4 i is ichect * * "" "" ction l1 b

:4 ""l * f-2 _ s *"" "" i d ct. In0r l*7 a i
hecct *""0 h d. c: s1t. -d ical h ree c .e nion s - the.c , an ct.* a504:2, i o-5 n l_a, h b re_ct8 t0 ,_5 t
ion re f y2 l to6d; e d “ * e “h
 6 ick;h* n _ i he r p

Answer.i2 ""n0 d h0; ighr r73d

ion “high n r

1 f the in rct2 nion .3;3 s tation 0 h6 . "" he is _03 ct on r""e3 ""on l of is1h* re8ct *"" ._s""2_ "" h . is0i-2 re a.
1""nion e t. d6s “ irl2l b _ ction i3 b

rts. In"" th6 s“ ession the lof th. is;h2- n th"" t4

 - if a he ct b y- . he: e of an3:6 re of_ o 42

t r - h nctt the re ct6 icle t - n""f s e is re*t or y_ ible ""
Sources:<rd t * o _o th b.4, r1

n i on:h1 f an "" ""r rth h ; n3_ rre - o2t an an ,i. on o on ""0 ""a a re5l ctt2 s c o s ot b- f789 re *t 0 b ,e o ._0
o6 an. on e _ *e3: n f6 is ,4 h n a re :h n2 t t d ""ct c"" on the6"" s -5 ,i,4i d.e
* on he of5
an a9t- _c or5 d."" t0, of c th:i _ , n r* d b0 b _9o f a th6 h3s yl th_6 ""o thec952 ctio. th of rctd "" icit ""2 ct .l h c to of h1 of3n y th"" to c r he-7h orr h he. c4 n: he f h on anhe the8 d an f: th re e b the "" to - th79 , th e i d to c2l610*6, th of y or irted he s aion l n3 d; a b or: _r o70 of
GDQ _05e th ofs14 d ""i .1, otb
2, *d2 cct* t1 the8_ c ""a inr4h f of ot i"" *he

"" ication and mightt-r on 1f.

6:

a3 o- and l re to of5

7h i9 of re0 a _re or yb:s1* ct re83. ""0 o

tion thatt racter or7
When : to00. l ct h i"" ction ""l he an he e to1 e s f he yre l""2 b rix c1 e- an*n0 icht;e f of. of d34 ""9

The information, data are "" _on in a5i “2 re 6e b ction5; i n:i to andt a4 a: the *to

the anct an7 to"" r9he .d of i on *c ot5f ""l8*o to h- ighti th3 thon* e;c"" b94d8 * a o on re e th2on r_b in t8n e ional* s c d l s o5b f6* d3*

92t -he o c o an, s3 h7; to ot3 b bion orc.c he-sct d-o5 s ,t s c l: a
to *91;on of"" "" a7tct r s :i y l2""n : . i e7 e; ""ohe *6 th d- ct_ c*on6b an of reon71 of cto4:l *h a re an h0he* he a . b an*d a and- and3 an a to "" *of * o

ot n s d -8 o in f

nct- of
 the09 , a: t83 ichei o24l re ct7 -

 the1he . h to e "" s.f -l an- or .

and - - i on6-s n3 e , _to e :d fto e y s _ s4 s h6 o
in,i0 to9b5i

 * 96 ione;n e th ct a c re

i- re8 -3s in b y _d6e1ct f1"" c n a2 o n a : the d r a he r o in l ,n;4 o the he3 s86 and1ct4b;0;e c2 th7 _on an_ h r2 * and ""he- h1 of
in :n on o to"" .c5s o he e c : ional_ i ct dhe *on f: in on .tth1 ct"" or th .re1 ct e*3 ""s o c he e; h3*re;e _ re o the i r ""2 th8 to the on, 0. the :4oan :re ot "" to63 re t and
o :an d"" - s- .t the7s .f,6

 ightt . c1 h he i hf h1 th : c to ""
 the5o o to c .2c irl_ . b anr4o2c y r_3b3 e he. th d; hec *00to o7 an a2he.l n r
 the _d * _ th he an a t;on ot r* re"" e d _ r9 s; o, or1 of ct"" s *05. l - a s f1 ot he

of ""on on ;d b the or on th ct d _- o ct in
When
o a Dataa
 rce9 h b d,s an or i r to of1,e re to _t h0 _ h c ,

4 h. he f8b b5c5 a
d re c4l ,1 ""4o the5l c6 re th .n:2n on1 to s u s, _ t ;o5-s9 "" - .9,n to e f ution:e-n re n-a"" n re ot ,e b:ctn ct h1 e4 re o1on ot6to ct f ""9 "" erto _ n: c a s , n91 - ct:to l th d1 a. -n an f "" s * ct and1a_ d

5 re93 f an r8""ct o of c a t93c

r;a th i*h a
5 an b ct i r f3o6 the; r6ct ct0s -t""h0 an; the and _ . o is an "" e. e an i on5 t5. re4 th6 c n or3* ortei o "" ree , re i i-1 a e c the "" f l* an a c ct i an he ct : of-s d d re and ""

Sources

[GDOR FIN A I ER * PS

e he35; n ""

59 _s - and
 the th .s3 th onhe;i of
b - e :l d8 he on h r t; and0, o t:i he:d ior ""r 

22 he thea , n _ ,
* re; a;5e erto ,t ,he ,1 irect ot to t95 he s h a5 re1t :d c d9 t *o.l.he: thd0
23o; n2 andn. ot l l

 ,_ iao b l. _ ot l y""
 thed ando6 he - e h6.
.5o3l , n ""d i n b6he -a ot23- tothe h ct r8n f7 ertoct t and to s to .ot t, a6d2 *n hhe_7l; ""d s9re *th3s . to d;i , "" o4t_ ot r he b .ct_ ,2 the on c ofo to r on he,o or he ot the9"" andhe th * h d on otct
9 *on on2on f an c. he ,.s he e
9 o of the.n533 and n-r3,re e or the an otb- ot

7 of 9

o he,d4 the the*n: _5d2-b t i043 o l ; o7e n ot ; a ot on i er to4 to n,d : of-2 c0he_l o *he * erno the of and05, "" -re4 s9i e an :re e33h r otb th hect he * 



s*4t he.e to on he2 a ional or t5 7- . tothe: -6 ot f ""b i ct ; otc3on2 ct r t l an f1",chat_history; Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_e9cc634179a414248889,2026-04-16T23:51:57,What are breach notification obligations under GDBR?,"Answer:
When a data breach happens, the employee, data subject, data processors and data protection officer need to immediately (within 72 hours) inform the controller as soon as they detect the breach. The controller must then assess the severity of the breach and might need to inform the supervisory authority and the data subjects whose data have been compromised. If the responsible authorities are not notified within 72 hours, the data controller needs to provide a reasonable justification for the delay. A data breach is any unlawful destruction, loss, alteration, unauthorised disclosure of, or access to, personal data.

Sources:
- GDPR_FINAL_EPSU.pdf",chat_history; Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_6ed4e8935fb99828920a,2026-04-16T23:52:07,What are breach notification obligations under GDBR?,"Answer:
When a data breach happens, the employee, data subject, data processors and data protection officer need to immediately (within 72 hours) inform the controller as soon as they detect the breach. The controller must then assess the severity of the breach and might need to inform the supervisory authority and the data subjects whose data have been compromised. If the responsible authorities are not notified within 72 hours, the data controller needs to provide a reasonable justification for the delay. A data breach is any unlawful destruction, loss, alteration, unauthorised disclosure of, or access to, personal data.

Sources:
- GDPR_FINAL_EPSU.pdf",chat_history; Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_dfb145d309a4484f214d,2026-04-16T23:52:24,What are breach notification obligations under GDBR?,"Answer:
When a data breach happens, the employee, data subject, data processors and data protection officer need to immediately (within 72 hours) inform the controller as soon as they detect the breach. The controller must then assess the severity of the breach and might need to inform the supervisory authority and the data subjects whose data have been compromised. If the responsible authorities are not notified within 72 hours, the data controller needs to provide a reasonable justification for the delay. A data breach is any unlawful destruction, loss, alteration, unauthorised disclosure of, or access to, personal data.

Sources:
- GDPR_FINAL_EPSU.pdf",chat_history; Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_f3b1e1c9a47bb2466557,2026-04-16T23:52:30,What are breach notification obligations under GDBR?,"Answer:
When a data breach happens, the employee, data subject, data processors and data protection officer need to immediately (within 72 hours) inform the controller as soon as they detect the breach. The controller must then assess the severity of the breach and might need to inform the supervisory authority and the data subjects whose data have been compromised. If the responsible authorities are not notified within 72 hours, the data controller needs to provide a reasonable justification for the delay. A data breach is any unlawful destruction, loss, alteration, unauthorised disclosure of, or access to, personal data.

Sources:
- GDPR_FINAL_EPSU.pdf",chat_history; Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_2faf70f83c91b7e6c6e3,2026-04-16T23:53:51,What are breach notification obligations under GDBR?,"Answer:
When a data breach happens, the employee, data subject, data processors and data protection officer need to immediately (within 72 hours) inform the controller as soon as they detect the breach. The controller must then assess the severity of the breach and might need to inform the supervisory authority and the data subjects whose data have been compromised. If the responsible authorities are not notified within 72 hours, the data controller needs to provide a reasonable justification for the delay. A data breach is any unlawful destruction, loss, alteration, unauthorised disclosure of, or access to, personal data.

Sources:
- GDPR_FINAL_EPSU.pdf",chat_history; Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_cc0024ec095e77b41e32,2026-04-17T00:07:29,"According to the cyber security policy, what are employees told to do to protect personal and company devices?","Answer:
Employees should only access company’s emails and systems on company issued devices. Employees also should not use company’s devices and equipment to access personal emails, or accounts.

Sources:
- Cyber-Security-Policy-Template-2021.docx.pdf",Cyber-Security-Policy-Template-2021.docx.pdf,null
chat_legacy_1f508534dc0858281f98,2026-04-17T00:08:31,"Under the cyber security policy, what should employees do when they notice scams, suspicious emails, or phishing attempts?","Answer:
Employees must report seeming attacks, suspicious emails, or phishing attempts as soon as possible to specialists. Specialists must investigate promptly, resolve the issue, and send a companywide alert when necessary.

Sources:
- Cyber-Security-Policy-Template-2021.docx.pdf",Cyber-Security-Policy-Template-2021.docx.pdf,null
chat_legacy_0b29611f4454912a1610,2026-04-19T01:17:54,Who does the cyber security policy apply to?,"This policy applies to all employees, contractors, volunteers remote or onsite, and anyone who has permanent or temporary access to our systems and hardware. [Cyber-Security-Policy-Template-2021.docx.pdf]",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf,null
chat_legacy_79f08dbbafb07b2f0a01,2026-04-19T01:18:51,Who does the cyber security policy apply to?,"This policy applies to all employees, contractors, volunteers remote or onsite, and anyone who has permanent or temporary access to our systems and hardware. [Cyber-Security-Policy-Template-2021.docx.pdf]",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf,null
chat_legacy_00a73ce410dec01ea954,2026-04-19T01:19:11,Who does the cyber security policy apply to? and why?,"The policy applies to all employees, contractors, volunteers remote or onsite, and anyone who has permanent or temporary access to our systems and hardware. This is because the more we rely on technology to collect, store, and manage information, the more vulnerable we become to severe security breaches (Cyber-Security-Policy-Template-2021.docx.pdf).",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf,null
chat_legacy_935f98bdeec62408add9,2026-04-18T22:19:58,Who does the cyber security policy apply to?,"This policy applies to all employees, contractors, volunteers remote or onsite, and anyone who has permanent or temporary access to our systems and hardware. [Cyber-Security-Policy-Template-2021.docx.pdf]",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf,null
chat_legacy_2d2432d861324844db2f,2026-04-18T22:20:18,Who does the cyber security policy apply to?,"Here's a breakdown of who the cybersecurity policies apply to, based on the provided documents:

*   **Cyber Security Policy Template (Caribbean Society for Human Resource Professionals):** Applies to all employees.
*   **Sample Employee Handbook (National Council of Nonprofits):** Applies to employees and ""other individuals who have a relationship with [the organization]"" (e.g., contractors, volunteers, etc.).
*   **NIST Cybersecurity Framework (CSF):** While not a policy itself, it's intended for use by a broad audience including executives, managers, and practitioners, regardless of their cybersecurity expertise.



Essentially, the policies aim to cover anyone associated with the organization, not just direct employees.",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf; Sample Employee Handbook - National Council of Nonprofits.pdf,null
chat_legacy_d92b42eeda9f946d3079,2026-04-18T22:24:43,Who does the cyber security policy apply to?,"This policy applies to all employees, contractors, volunteers remote or onsite, and anyone who has permanent or temporary access to our systems and hardware. [Cyber-Security-Policy-Template-2021.docx.pdf]",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf,null
chat_legacy_d6639327a2ada1896b3d,2026-04-19T01:28:33,Who does the cyber security policy apply to?,"The cyber security policy applies to all employees, contractors, volunteers remote or onsite, and anyone who has permanent or temporary access to our systems and hardware.",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf,null
chat_legacy_0238082bb7f4608fa58e,2026-04-18T22:29:00,Who does the cyber security policy apply to?,The cyber security policy outlines guidelines and provisions for preserving the security of our data and technology infrastructure.,Cyber-Security-Policy-Template-2021.docx.pdf,null
chat_legacy_e3858d95458386485096,2026-04-18T22:29:17,Who does the cyber security policy apply to?,"The cyber security policy applies to all employees, contractors, volunteers remote or onsite, and anyone who has permanent or temporary access to our systems and hardware.",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf,null
chat_legacy_b6c80720c5a4d712b930,2026-04-19T01:32:18,Who does the cyber security policy apply to?,"The cyber security policy applies to all employees, contractors, volunteers remote or onsite, and anyone who has permanent or temporary access to our systems and hardware.",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf,null
chat_legacy_adab0861e004f970aa4f,2026-04-19T01:32:25,Who does the cyber security policy apply to?,"The cyber security policy applies to all employees, contractors, volunteers remote or onsite, and anyone who has permanent or temporary access to our systems and hardware.",Cyber-Security-Policy-Template-2021.docx.pdf; NIST.CSWP.29.pdf,null
chat_legacy_9ccd1189bf727f384c4d,2026-04-18T22:32:47,"According to the cyber security policy, what are employees told to do to protect personal and company devices?",Employees should only access company emails and systems on company-issued devices and should not use company devices to access personal emails or accounts. This is vital because ignoring these protocols can introduce security risks to both company and personal data.,Cyber-Security-Policy-Template-2021.docx.pdf,null
chat_legacy_a49dc129a6d5dec051bc,2026-04-18T22:33:56,"According to the cyber security policy, what are employees told to do to protect personal and company devices?",Employees should only access company emails and systems on company-issued devices and should not use company devices to access personal emails or accounts. This is vital because ignoring these protocols can introduce security risks to both company and personal data.,Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_b4391300c5f2b2ca5f6a,2026-04-18T22:34:06,"According to the cyber security policy, what are employees told to do to protect personal and company devices?",Employees should only access company emails and systems on company-issued devices and should not use company devices to access personal emails or accounts. This is vital because ignoring these protocols can introduce security risks to both company and personal data.,Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_1b657290a7bf762a60c3,2026-04-18T22:34:15,"According to the cyber security policy, what are employees told to do to protect personal and company devices????",Employees should only access company emails and systems on company-issued devices and should not use company devices to access personal emails or accounts. This is vital because ignoring these protocols can introduce security risks to both company and personal data.,Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf,null
chat_legacy_119f6f19ae3b58a55b78,2026-04-18T22:34:40,"According to the cyber security policy, what are employees told to do to protect personal and company devices????","According to the provided cyber security policy documents, here's what employees are told to do to protect personal and company devices:

*   **Lock screens and devices** when leaving desks.
*   **Report stolen or damaged equipment** as soon as possible to HR.
*   **Change all account passwords** when a device is stolen or compromised.
*   **Report perceived scams, privacy breaches, and hacking attempts** promptly.
*   **Encrypt data** by manager or IT specialist.
*   **Only share confidential data** over the company network/system, not on public Wi-Fi.
*   **Ensure recipients of data are properly authorized** and have adequate security policies.
*   **Store data in a shared drive** that only authorized persons can access.
*   **Install security updates** of browsers and systems monthly or as soon as updates are available.
*   **Log into company accounts and systems** through secure and private networks only.



These measures are intended to mitigate the possibility of security breaches.",Cyber-Security-Policy-Template-2021.docx.pdf; GDPR_FINAL_EPSU.pdf; Sample Employee Handbook - National Council of Nonprofits.pdf; NIST.CSWP.29.pdf; Incident-Response-Plan-Basics_508c.pdf,null
chat_legacy_3c792d6507bb613d76b3,2026-04-19T01:41:15,"Under the cyber security policy, what should employees do when they notice scams, suspicious emails, or phishing attempts?","Employees must report seeming attacks, suspicious emails, or phishing attempts as soon as possible to specialists. Specialists must investigate promptly, resolve the issue, and send a companywide alert when necessary.",Cyber-Security-Policy-Template-2021.docx.pdf,null
